time,open,high,low,close,tick_volume,spread,real_volume
2025-01-31 10:00:00,1.502,1.5032,1.5017399999999999,1.50274,634,26,0
2025-01-31 10:15:00,1.50274,1.50327,1.50234,1.50261,618,26,0
2025-01-31 10:30:00,1.50263,1.5030299999999999,1.5022799999999998,1.5024,631,26,0
2025-01-31 10:45:00,1.5024,1.5027300000000001,1.50194,1.50236,574,26,0
2025-01-31 11:00:00,1.50126,1.5020799999999999,1.50019,1.5015,929,26,0
2025-01-31 11:15:00,1.5015399999999999,1.5022799999999998,1.50121,1.50194,744,26,0
2025-01-31 11:30:00,1.50194,1.50257,1.50179,1.5021200000000001,726,26,0
2025-01-31 11:45:00,1.5021200000000001,1.50352,1.50198,1.50325,655,26,0
2025-01-31 12:00:00,1.50326,1.50369,1.50247,1.50316,620,18,0
2025-01-31 12:15:00,1.50316,1.50397,1.50304,1.50354,434,9,0
2025-01-31 12:30:00,1.5035500000000002,1.50376,1.50272,1.50326,655,26,0
2025-01-31 12:45:00,1.50326,1.50347,1.5028000000000001,1.50308,606,26,0
2025-01-31 13:00:00,1.5030299999999999,1.50413,1.50295,1.5041099999999998,575,26,0
2025-01-31 13:15:00,1.50413,1.5044,1.5033699999999999,1.5036,587,26,0
2025-01-31 13:30:00,1.5036,1.50374,1.5032299999999998,1.5035500000000002,536,26,0
2025-01-31 13:45:00,1.5035500000000002,1.50372,1.50291,1.50298,563,26,0
2025-01-31 14:00:00,1.5029599999999999,1.50309,1.5021499999999999,1.50241,573,26,0
2025-01-31 14:15:00,1.5024,1.50345,1.5023300000000002,1.50306,559,26,0
2025-01-31 14:30:00,1.50309,1.5038,1.50284,1.50326,604,26,0
2025-01-31 14:45:00,1.50328,1.50349,1.5026899999999999,1.50342,623,26,0
2025-01-31 15:00:00,1.50342,1.5042,1.5030000000000001,1.50352,852,26,0
2025-01-31 15:15:00,1.5035699999999999,1.50387,1.50207,1.50254,696,26,0
2025-01-31 15:30:00,1.5024899999999999,1.50322,1.50194,1.50223,816,26,0
2025-01-31 15:45:00,1.50224,1.50442,1.50211,1.50404,898,26,0
2025-01-31 16:00:00,1.50406,1.50683,1.50385,1.50631,939,26,0
2025-01-31 16:15:00,1.50629,1.50824,1.5062,1.50683,797,26,0
2025-01-31 16:30:00,1.5068700000000002,1.5079099999999999,1.50543,1.50607,918,26,0
2025-01-31 16:45:00,1.50606,1.50694,1.50468,1.50516,962,26,0
2025-01-31 17:00:00,1.5052400000000001,1.50572,1.50387,1.50536,1042,26,0
2025-01-31 17:15:00,1.50536,1.50543,1.50389,1.50434,991,26,0
2025-01-31 17:30:00,1.50433,1.50435,1.50168,1.50274,910,26,0
2025-01-31 17:45:00,1.50274,1.5058099999999999,1.50258,1.5054699999999999,833,26,0
2025-01-31 18:00:00,1.50543,1.50579,1.50295,1.50312,1028,26,0
2025-01-31 18:15:00,1.5031400000000001,1.5045600000000001,1.50259,1.5043600000000001,792,28,0
2025-01-31 18:30:00,1.5043600000000001,1.5044499999999998,1.5032299999999998,1.5040499999999999,930,27,0
2025-01-31 18:45:00,1.50407,1.5044499999999998,1.5036,1.50379,871,26,0
2025-01-31 19:00:00,1.50377,1.5047700000000002,1.49798,1.50149,1098,26,0
2025-01-31 19:15:00,1.50149,1.50194,1.498,1.49999,854,26,0
2025-01-31 19:30:00,1.49999,1.50067,1.49892,1.5005199999999999,670,26,0
2025-01-31 19:45:00,1.50046,1.50203,1.50011,1.50041,620,26,0
2025-01-31 20:00:00,1.50034,1.50175,1.49982,1.49993,376,26,0
2025-01-31 20:15:00,1.49993,1.50576,1.49894,1.50346,879,26,0
2025-01-31 20:30:00,1.5034399999999999,1.5051700000000001,1.50216,1.50415,910,26,0
2025-01-31 20:45:00,1.5042499999999999,1.50545,1.50366,1.50412,739,26,0
2025-01-31 21:00:00,1.5040499999999999,1.50522,1.5039,1.50449,856,26,0
2025-01-31 21:15:00,1.50446,1.5055800000000001,1.50446,1.50502,709,26,0
2025-01-31 21:30:00,1.50501,1.50559,1.50408,1.50553,672,26,0
2025-01-31 21:45:00,1.50557,1.5065300000000001,1.5053100000000001,1.50549,846,26,0
