time,open,high,low,close,tick_volume,spread,real_volume
2025-01-31 10:15:00,1.6686999999999999,1.6688,1.66794,1.66835,641,33,0
2025-01-31 10:30:00,1.66837,1.66896,1.66824,1.66852,573,33,0
2025-01-31 10:45:00,1.66855,1.66923,1.66832,1.6688100000000001,636,33,0
2025-01-31 11:00:00,1.66878,1.66878,1.66618,1.66656,1001,33,0
2025-01-31 11:15:00,1.66655,1.66684,1.66612,1.66612,711,33,0
2025-01-31 11:30:00,1.66609,1.66742,1.66597,1.66729,598,33,0
2025-01-31 11:45:00,1.6673,1.66866,1.66717,1.6682000000000001,612,33,0
2025-01-31 12:00:00,1.66819,1.66883,1.6674799999999999,1.6685400000000001,649,33,0
2025-01-31 12:15:00,1.66855,1.6690800000000001,1.66844,1.66876,524,8,0
2025-01-31 12:30:00,1.66876,1.66923,1.66844,1.66902,547,33,0
2025-01-31 12:45:00,1.66905,1.66932,1.66855,1.66923,578,33,0
2025-01-31 13:00:00,1.66925,1.67023,1.6691799999999999,1.67018,477,33,0
2025-01-31 13:15:00,1.6701899999999998,1.67056,1.66988,1.6703999999999999,503,33,0
2025-01-31 13:30:00,1.67041,1.6704599999999998,1.66994,1.67013,483,33,0
2025-01-31 13:45:00,1.67011,1.6701700000000002,1.66981,1.66997,426,33,0
2025-01-31 14:00:00,1.66998,1.6701899999999998,1.6694200000000001,1.6694499999999999,517,33,0
2025-01-31 14:15:00,1.66946,1.67043,1.6693500000000001,1.6702,490,33,0
2025-01-31 14:30:00,1.67021,1.6704400000000001,1.6697899999999999,1.67015,507,33,0
2025-01-31 14:45:00,1.67013,1.6703299999999999,1.66953,1.6697600000000001,546,33,0
2025-01-31 15:00:00,1.66974,1.67063,1.66974,1.6703299999999999,835,33,0
2025-01-31 15:15:00,1.67035,1.67061,1.66779,1.66811,730,33,0
2025-01-31 15:30:00,1.6690800000000001,1.6693799999999999,1.66856,1.6689,946,33,0
2025-01-31 15:45:00,1.6689,1.66907,1.66837,1.66891,741,33,0
2025-01-31 16:00:00,1.6688800000000001,1.66927,1.66835,1.6685400000000001,796,33,0
2025-01-31 16:15:00,1.66853,1.66912,1.6681599999999999,1.66862,835,33,0
2025-01-31 16:30:00,1.6686,1.66962,1.66848,1.66885,945,33,0
2025-01-31 16:45:00,1.66886,1.66978,1.66744,1.66749,984,33,0
2025-01-31 17:00:00,1.66754,1.66761,1.6655799999999998,1.66608,871,33,0
2025-01-31 17:15:00,1.66605,1.6661700000000002,1.66473,1.6655799999999998,821,34,0
2025-01-31 17:30:00,1.66557,1.6656300000000002,1.66413,1.6644,892,33,0
2025-01-31 17:45:00,1.6644,1.6671,1.66421,1.66657,989,33,0
2025-01-31 18:00:00,1.66655,1.66702,1.66618,1.66662,902,33,0
2025-01-31 18:15:00,1.66662,1.6668699999999999,1.66581,1.66645,705,37,0
2025-01-31 18:30:00,1.6664400000000001,1.66697,1.6656900000000001,1.66695,977,33,0
2025-01-31 18:45:00,1.6669399999999999,1.66715,1.66629,1.66638,794,33,0
2025-01-31 19:00:00,1.66639,1.6672500000000001,1.66527,1.6666699999999999,1122,25,0
2025-01-31 19:15:00,1.66668,1.66695,1.66532,1.6662400000000002,1164,33,0
2025-01-31 19:30:00,1.6662599999999999,1.66627,1.66499,1.66575,1035,33,0
2025-01-31 19:45:00,1.66574,1.66616,1.66535,1.66555,850,34,0
2025-01-31 20:00:00,1.66554,1.66595,1.66528,1.66546,683,33,0
2025-01-31 20:15:00,1.66547,1.6678600000000001,1.6652,1.6676199999999999,1116,33,0
2025-01-31 20:30:00,1.6677,1.66849,1.66708,1.6675200000000001,1127,34,0
2025-01-31 20:45:00,1.66756,1.66804,1.66727,1.66727,857,33,0
2025-01-31 21:00:00,1.6673499999999999,1.66845,1.66715,1.6682299999999999,936,33,0
2025-01-31 21:15:00,1.66821,1.66925,1.66817,1.66878,900,33,0
2025-01-31 21:30:00,1.66873,1.66944,1.66837,1.66944,969,33,0
2025-01-31 21:45:00,1.66951,1.67,1.66893,1.66941,1010,33,0
2025-01-31 22:00:00,1.66946,1.6696900000000001,1.66899,1.66944,939,33,0
2025-01-31 22:15:00,1.6694200000000001,1.66955,1.66894,1.66933,893,33,0
2025-01-31 22:30:00,1.6693099999999998,1.6696900000000001,1.66864,1.66872,879,36,0
2025-01-31 22:45:00,1.66865,1.66923,1.66828,1.66923,817,34,0
2025-01-31 23:00:00,1.66921,1.66932,1.66681,1.66709,926,34,0
2025-01-31 23:15:00,1.66706,1.66799,1.66706,1.66763,480,40,0
2025-01-31 23:30:00,1.66763,1.6687400000000001,1.66744,1.66833,337,44,0
2025-01-31 23:45:00,1.66839,1.66853,1.6659199999999998,1.6661000000000001,677,52,0
2025-02-03 00:00:00,1.66544,1.66594,1.6593900000000001,1.6629,346,123,0
2025-02-03 00:15:00,1.66289,1.665,1.6616499999999998,1.66441,254,142,0
2025-02-03 00:30:00,1.66453,1.66453,1.66337,1.6644299999999999,249,91,0
2025-02-03 00:45:00,1.6644299999999999,1.66548,1.66242,1.6652,367,96,0
2025-02-03 01:00:00,1.6651799999999999,1.66729,1.66331,1.6641,1079,41,0
2025-02-03 01:15:00,1.6640899999999998,1.6680199999999998,1.66408,1.66656,1080,35,0
2025-02-03 01:30:00,1.66666,1.66894,1.66666,1.66846,973,38,0
2025-02-03 01:45:00,1.66839,1.66894,1.66718,1.66814,890,37,0
2025-02-03 02:00:00,1.6681599999999999,1.6696499999999999,1.66783,1.66818,1016,33,0
2025-02-03 02:15:00,1.66821,1.6703999999999999,1.66631,1.66727,1191,36,0
2025-02-03 02:30:00,1.6680700000000002,1.67002,1.66729,1.66982,1010,33,0
2025-02-03 02:45:00,1.66988,1.67238,1.66936,1.67198,1057,33,0
2025-02-03 03:00:00,1.67199,1.67252,1.67047,1.67068,1062,33,0
2025-02-03 03:15:00,1.67066,1.6726299999999998,1.67066,1.6712099999999999,1057,33,0
2025-02-03 03:30:00,1.67129,1.67233,1.6703700000000001,1.67212,1051,33,0
2025-02-03 03:45:00,1.67219,1.6741000000000001,1.67188,1.67378,921,33,0
2025-02-03 04:00:00,1.6738499999999998,1.6787999999999998,1.67363,1.6769500000000002,1085,33,0
